,ht,at,n,Date,Year,PTS,OPP,OT
755,Minnesota,Michigan State,False,20230127,2023,8,0,0
756,Arizona State,St. Thomas - Minnesota,False,20230127,2023,4,0,0
757,Denver,Colorado College,False,20230127,2023,2,0,0
758,Alaska Anchorage,Alaska,False,20230127,2023,3,4,1
759,Army,Air Force,False,20230128,2023,4,6,0
760,Yale,Sacred Heart,False,20230128,2023,3,4,0
761,Minnesota,Michigan State,False,20230128,2023,6,3,0
762,Mercyhurst,Bentley,False,20230128,2023,3,5,0
763,Union,Rensselaer,False,20230128,2023,6,0,0
764,Western Michigan,Omaha,False,20230128,2023,0,2,0
765,Notre Dame,Wisconsin,False,20230128,2023,3,1,0
766,Ferris State,Minnesota State,False,20230128,2023,1,5,0
767,Lake Superior State,Bemidji State,False,20230128,2023,3,2,0
768,Northern Michigan,Michigan Tech,False,20230128,2023,1,4,0
769,Canisius,Niagara,False,20230128,2023,2,5,0
770,Holy Cross,Rochester,False,20230128,2023,4,3,1
771,Clarkson,St. Lawrence,False,20230128,2023,2,4,0
772,Princeton,Long Island University,False,20230128,2023,4,6,0
773,Dartmouth,Colgate,False,20230128,2023,3,4,1
774,Harvard,Cornell,False,20230128,2023,6,2,0
775,Michigan,Penn State,False,20230128,2023,5,4,0
776,Boston College,Boston University,False,20230128,2023,1,3,0
777,Vermont,Merrimack,False,20230128,2023,2,1,1
778,Quinnipiac,UConn,False,20230128,2023,4,3,0
779,Miami (OH),North Dakota,False,20230128,2023,0,8,0
780,Maine,Providence,False,20230128,2023,3,0,0
781,Minnesota Duluth,St. Cloud State,False,20230128,2023,6,3,0
782,Arizona State,St. Thomas - Minnesota,False,20230128,2023,4,3,1
783,Alaska,Alaska Anchorage,False,20230128,2023,4,3,1
784,Northeastern,Boston College,False,20230131,2023,2,1,0
785,American International,Sacred Heart,False,20230202,2023,2,4,0
786,Long Island University,Stonehill,False,20230203,2023,9,3,0
787,Niagara,Army,False,20230203,2023,2,3,1
788,Bentley,Holy Cross,False,20230203,2023,1,4,0
789,Harvard,Quinnipiac,False,20230203,2023,0,3,0
790,Yale,Clarkson,False,20230203,2023,4,0,0
791,Colgate,Union,False,20230203,2023,1,3,0
792,Cornell,Rensselaer,False,20230203,2023,3,1,0
793,Brown,St. Lawrence,False,20230203,2023,0,6,0
794,Michigan,Wisconsin,False,20230203,2023,6,2,0
795,Michigan State,Notre Dame,False,20230203,2023,3,0,0
796,Ohio State,Penn State,False,20230203,2023,3,4,0
797,Maine,Boston University,False,20230203,2023,3,5,0
798,Providence,UMass,False,20230203,2023,2,3,0
799,New Hampshire,Merrimack,False,20230203,2023,3,2,1
800,Northeastern,UConn,False,20230203,2023,3,4,1
801,Canisius,Rochester,False,20230203,2023,2,3,0
802,Bowling Green,Ferris State,False,20230203,2023,1,2,0
803,Northern Michigan,Lake Superior State,False,20230203,2023,2,4,0
804,UMass Lowell,Boston College,False,20230203,2023,2,2,1
805,Dartmouth,Princeton,False,20230203,2023,3,7,0
806,Minnesota State,St. Thomas - Minnesota,False,20230203,2023,2,3,1
807,Bemidji State,Michigan Tech,False,20230203,2023,0,2,0
808,St. Cloud State,Miami (OH),False,20230203,2023,3,3,1
809,Minnesota Duluth,Western Michigan,False,20230203,2023,2,3,1
810,Air Force,Mercyhurst,False,20230203,2023,4,3,1
811,Long Island University,Stonehill,False,20230204,2023,9,1,0
812,Bentley,Holy Cross,False,20230204,2023,1,4,0
813,Michigan State,Notre Dame,False,20230204,2023,3,2,0
814,Niagara,Army,False,20230204,2023,3,3,1
815,UMass Lowell,New Hampshire,False,20230204,2023,4,5,0
816,Northern Michigan,Lake Superior State,False,20230204,2023,3,1,0
817,Ohio State,Penn State,False,20230204,2023,4,2,0
818,Air Force,Mercyhurst,False,20230204,2023,4,2,0
819,Sacred Heart,American International,False,20230204,2023,1,4,0
820,Yale,St. Lawrence,False,20230204,2023,4,0,0
821,Colgate,Rensselaer,False,20230204,2023,1,2,0
822,Cornell,Union,False,20230204,2023,10,1,0
823,Brown,Clarkson,False,20230204,2023,2,6,0
824,St. Cloud State,Miami (OH),False,20230204,2023,1,1,1
825,Minnesota Duluth,Western Michigan,False,20230204,2023,1,4,0
826,Michigan,Wisconsin,False,20230204,2023,7,4,0
827,Rochester,Canisius,False,20230204,2023,2,3,1
828,Bowling Green,Ferris State,False,20230204,2023,4,4,1
829,Bemidji State,Michigan Tech,False,20230204,2023,2,3,0
830,St. Thomas - Minnesota,Minnesota State,False,20230204,2023,2,5,0
831,Dartmouth,Quinnipiac,False,20230204,2023,2,4,0
832,Colorado College,Denver,False,20230204,2023,1,4,0
833,Alaska,Arizona State,False,20230204,2023,5,2,0
834,Maine,Merrimack,False,20230205,2023,3,2,1
835,Vermont,Providence,False,20230205,2023,1,3,0
836,Harvard,Boston College,False,20230206,2023,4,3,1
837,Boston University,Northeastern,False,20230206,2023,1,3,0
838,Sacred Heart,Army,False,20230207,2023,1,4,0
839,Franklin Pierce,Stonehill,False,20230207,2023,3,5,0
840,American International,Bentley,False,20230208,2023,3,4,0
841,Niagara,Rochester,False,20230209,2023,4,3,0
842,Long Island University,Alaska,False,20230210,2023,3,5,0
843,Sacred Heart,Air Force,False,20230210,2023,4,5,0
844,Army,Holy Cross,False,20230210,2023,5,2,0
845,Union,Yale,False,20230210,2023,3,1,0
846,Clarkson,Quinnipiac,False,20230210,2023,0,3,0
847,Rensselaer,Brown,False,20230210,2023,2,3,0
848,Cornell,Colgate,False,20230210,2023,3,2,0
849,St. Lawrence,Princeton,False,20230210,2023,6,2,0
850,Michigan State,Michigan,False,20230210,2023,2,4,0
851,Boston College,Maine,False,20230210,2023,1,3,0
852,New Hampshire,UConn,False,20230210,2023,4,1,0
853,UMass,Vermont,False,20230210,2023,3,3,1
854,Providence,Northeastern,False,20230210,2023,3,3,1
855,Mercyhurst,Canisius,False,20230210,2023,3,4,0
856,Bentley,American International,False,20230210,2023,2,2,1
857,Ferris State,Bemidji State,False,20230210,2023,3,2,0
858,Michigan Tech,Bowling Green,False,20230210,2023,2,5,0
859,Lindenwood,Stonehill,False,20230210,2023,5,2,0
860,Notre Dame,Ohio State,False,20230210,2023,2,1,0
861,Dartmouth,Harvard,False,20230210,2023,3,6,0
862,Wisconsin,Minnesota,False,20230210,2023,1,4,0
863,St. Thomas - Minnesota,Northern Michigan,False,20230210,2023,0,3,0
864,Omaha,Colorado College,False,20230210,2023,3,2,1
865,Denver,North Dakota,False,20230210,2023,5,3,0
866,Long Island University,Alaska,False,20230211,2023,3,1,0
867,Army,Holy Cross,False,20230211,2023,0,7,0
868,Mercyhurst,Canisius,False,20230211,2023,0,2,0
869,Union,Brown,False,20230211,2023,3,1,0
870,Lindenwood,Stonehill,False,20230211,2023,10,3,0
871,New Hampshire,UConn,False,20230211,2023,3,2,1
872,Michigan Tech,Bowling Green,False,20230211,2023,4,2,0
873,Wisconsin,Minnesota,False,20230211,2023,3,1,0
874,Notre Dame,Ohio State,False,20230211,2023,2,2,1
875,Ferris State,Bemidji State,False,20230211,2023,2,6,0
876,Sacred Heart,Air Force,False,20230211,2023,5,3,0
877,Niagara,Rochester,False,20230211,2023,4,1,0
878,Rensselaer,Yale,False,20230211,2023,4,2,0
879,Clarkson,Princeton,False,20230211,2023,4,1,0
880,St. Lawrence,Quinnipiac,False,20230211,2023,0,5,0
881,UMass,Vermont,False,20230211,2023,4,4,1
882,St. Thomas - Minnesota,Northern Michigan,False,20230211,2023,4,2,0
883,Colgate,Cornell,False,20230211,2023,4,4,1
884,Denver,North Dakota,False,20230211,2023,5,2,0
885,Michigan,Michigan State,False,20230211,2023,4,3,1
886,Omaha,Colorado College,False,20230211,2023,2,2,1
887,UMass Lowell,Maine,False,20230212,2023,1,1,1
888,Boston University,Boston College,False,20230213,2023,2,4,0
889,Northeastern,Harvard,False,20230213,2023,2,2,1
890,Air Force,Canisius,False,20230213,2023,2,1,0
891,St. Anselm,Stonehill,False,20230214,2023,2,3,1
892,Air Force,Canisius,False,20230214,2023,1,4,0
893,Holy Cross,Niagara,False,20230216,2023,4,3,1
894,Ohio State,Michigan,False,20230216,2023,3,3,1
895,Penn State,Minnesota,False,20230217,2023,2,7,0
896,Army,Mercyhurst,False,20230217,2023,3,2,1
897,Holy Cross,Niagara,False,20230217,2023,3,0,0
898,Dartmouth,Rensselaer,False,20230217,2023,1,3,0
899,Cornell,Clarkson,False,20230217,2023,3,4,0
900,Quinnipiac,Yale,False,20230217,2023,5,1,0
901,Colgate,St. Lawrence,False,20230217,2023,3,2,1
902,Princeton,Brown,False,20230217,2023,3,2,0
903,Harvard,Union,False,20230217,2023,5,3,0
904,Western Michigan,Colorado College,False,20230217,2023,4,1,0
905,Merrimack,Boston University,False,20230217,2023,4,1,0
906,New Hampshire,Maine,False,20230217,2023,2,2,1
907,Providence,UMass Lowell,False,20230217,2023,3,2,1
908,Boston College,UMass,False,20230217,2023,7,3,0
909,Rochester,Bentley,False,20230217,2023,4,0,0
910,Miami (OH),Omaha,False,20230217,2023,1,3,0
911,Northern Michigan,Ferris State,False,20230217,2023,9,2,0
912,Lake Superior State,St. Thomas - Minnesota,False,20230217,2023,2,1,0
913,Bemidji State,Minnesota State,False,20230217,2023,1,4,0
914,North Dakota,St. Cloud State,False,20230217,2023,4,3,1
915,Denver,Minnesota Duluth,False,20230217,2023,6,2,0
916,Wisconsin,Michigan State,False,20230217,2023,2,6,0
917,Arizona State,Lindenwood,False,20230217,2023,8,2,0
918,Air Force,American International,False,20230217,2023,2,3,0
919,Alaska,Long Island University,False,20230217,2023,3,2,0
920,Stonehill,Framingham State,False,20230218,2023,6,2,0
921,Army,Mercyhurst,False,20230218,2023,3,7,0
922,Canisius,Sacred Heart,False,20230218,2023,6,4,0
923,Ohio State,Michigan,False,20230218,2023,4,2,0
924,Dartmouth,Union,False,20230218,2023,1,0,0
925,Rochester,Bentley,False,20230218,2023,1,2,0
926,Miami (OH),Omaha,False,20230218,2023,2,3,1
927,Western Michigan,Colorado College,False,20230218,2023,2,1,0
928,Boston University,Merrimack,False,20230218,2023,3,4,1
929,UMass Lowell,Providence,False,20230218,2023,2,1,0
930,Northern Michigan,Ferris State,False,20230218,2023,8,3,0
931,Lake Superior State,St. Thomas - Minnesota,False,20230218,2023,1,2,0
932,Penn State,Minnesota,False,20230218,2023,2,3,1
933,Colgate,Clarkson,False,20230218,2023,3,3,1
934,Quinnipiac,Brown,False,20230218,2023,5,2,0
935,Cornell,St. Lawrence,False,20230218,2023,0,1,0
936,Princeton,Yale,False,20230218,2023,0,4,0
937,Harvard,Rensselaer,False,20230218,2023,4,0,0
938,North Dakota,St. Cloud State,False,20230218,2023,2,2,1
939,UMass,Boston College,False,20230218,2023,1,3,0
940,New Hampshire,Maine,False,20230218,2023,0,0,1
941,Vermont,Northeastern,False,20230218,2023,0,3,0
942,Air Force,American International,False,20230218,2023,3,4,0
943,Bemidji State,Minnesota State,False,20230218,2023,2,1,1
944,Denver,Minnesota Duluth,False,20230218,2023,5,6,0
945,Canisius,Sacred Heart,False,20230219,2023,2,3,1
946,UConn,Alaska Anchorage,False,20230223,2023,4,3,1
947,Holy Cross,Canisius,False,20230224,2023,0,3,0
948,Brown,Cornell,False,20230224,2023,0,5,0
949,Rensselaer,Princeton,False,20230224,2023,6,4,0
950,St. Lawrence,Harvard,False,20230224,2023,2,6,0
951,Yale,Colgate,False,20230224,2023,4,2,0
952,Union,Quinnipiac,False,20230224,2023,1,4,0
953,Western Michigan,Denver,False,20230224,2023,2,5,0
954,Michigan,Notre Dame,False,20230224,2023,3,3,1
955,Penn State,Wisconsin,False,20230224,2023,6,1,0
956,Maine,Boston College,False,20230224,2023,6,3,0
957,Vermont,Boston University,False,20230224,2023,3,5,0
958,UMass,Northeastern,False,20230224,2023,3,2,0
959,Rochester,Air Force,False,20230224,2023,3,1,0
960,Bentley,Army,False,20230224,2023,3,5,0
961,Mercyhurst,Niagara,False,20230224,2023,3,2,1
962,American International,Sacred Heart,False,20230224,2023,2,2,1
963,Bowling Green,Northern Michigan,False,20230224,2023,2,4,0
964,Ferris State,Lake Superior State,False,20230224,2023,2,3,1
965,UMass Lowell,Merrimack,False,20230224,2023,3,5,0
966,Clarkson,Dartmouth,False,20230224,2023,4,0,0
967,Minnesota Duluth,Miami (OH),False,20230224,2023,3,2,0
968,Minnesota State,Michigan Tech,False,20230224,2023,0,2,0
969,St. Thomas - Minnesota,Bemidji State,False,20230224,2023,3,1,0
970,Omaha,St. Cloud State,False,20230224,2023,2,6,0
971,Minnesota,Ohio State,False,20230224,2023,4,0,0
972,Long Island University,Alaska Anchorage,False,20230225,2023,0,4,0
973,UConn,New Hampshire,False,20230225,2023,6,1,0
974,Bentley,Army,False,20230225,2023,5,4,1
975,Penn State,Wisconsin,False,20230225,2023,1,2,0
976,Rochester,Air Force,False,20230225,2023,5,2,0
977,Ferris State,Lake Superior State,False,20230225,2023,2,4,0
978,Minnesota,Ohio State,False,20230225,2023,5,2,0
979,Western Michigan,Denver,False,20230225,2023,1,3,0
980,Holy Cross,Canisius,False,20230225,2023,3,6,0
981,Sacred Heart,American International,False,20230225,2023,0,5,0
982,Niagara,Mercyhurst,False,20230225,2023,5,3,0
983,Rensselaer,Quinnipiac,False,20230225,2023,1,4,0
984,Union,Princeton,False,20230225,2023,3,1,0
985,Brown,Colgate,False,20230225,2023,2,2,1
986,St. Lawrence,Dartmouth,False,20230225,2023,2,0,0
987,Clarkson,Harvard,False,20230225,2023,2,3,0
988,Yale,Cornell,False,20230225,2023,1,5,0
989,Merrimack,UMass Lowell,False,20230225,2023,2,0,0
990,Maine,Boston College,False,20230225,2023,2,1,0
991,Arizona State,Alaska,False,20230225,2023,2,4,0
992,Bowling Green,Northern Michigan,False,20230225,2023,2,4,0
993,Minnesota State,Michigan Tech,False,20230225,2023,3,2,0
994,St. Thomas - Minnesota,Bemidji State,False,20230225,2023,2,7,0
995,Vermont,Boston University,False,20230225,2023,0,3,0
996,Northeastern,UMass,False,20230225,2023,4,0,0
997,Long Island University,Alaska Anchorage,False,20230226,2023,6,2,0
998,Long Island University,Alaska Anchorage,False,20230228,2023,3,5,0
999,New Hampshire,Vermont,False,20230302,2023,2,3,0
1000,Ohio State,Penn State,False,20230303,2023,5,1,0
1001,American International,Holy Cross,False,20230303,2023,3,1,0
1002,Boston College,UConn,False,20230303,2023,5,3,0
1003,Boston University,Providence,False,20230303,2023,6,4,0
1004,Michigan,Wisconsin,False,20230303,2023,6,5,1
1005,Notre Dame,Michigan State,False,20230303,2023,1,0,0
1006,Sacred Heart,Niagara,False,20230303,2023,3,1,0
1007,Canisius,Army,False,20230303,2023,5,2,0
1008,Colgate,Dartmouth,False,20230303,2023,5,3,0
1009,Miami (OH),Western Michigan,False,20230303,2023,0,5,0
1010,Maine,UMass,False,20230303,2023,2,5,0
1011,Rochester,Mercyhurst,False,20230303,2023,5,3,0
1012,Michigan Tech,St. Thomas - Minnesota,False,20230303,2023,1,0,0
1013,Bowling Green,Ferris State,False,20230303,2023,3,4,1
1014,Northern Michigan,Bemidji State,False,20230303,2023,7,3,0
1015,UMass Lowell,Northeastern,False,20230303,2023,3,1,0
1016,North Dakota,Omaha,False,20230303,2023,5,4,1
1017,Minnesota State,Lake Superior State,False,20230303,2023,6,1,0
1018,St. Cloud State,Minnesota Duluth,False,20230303,2023,3,4,0
1019,Denver,Colorado College,False,20230303,2023,2,1,0
1020,Alaska Anchorage,Arizona State,False,20230303,2023,0,5,0
1021,Alaska,Lindenwood,False,20230303,2023,4,1,0
1022,American International,Holy Cross,False,20230304,2023,3,4,0
1023,Clarkson,Brown,False,20230304,2023,5,1,0
1024,Union,Princeton,False,20230304,2023,4,6,0
1025,UConn,Boston College,False,20230304,2023,6,5,0
1026,Notre Dame,Michigan State,False,20230304,2023,2,4,0
1027,Ohio State,Penn State,False,20230304,2023,1,2,1
1028,Miami (OH),Western Michigan,False,20230304,2023,4,5,1
1029,Michigan Tech,St. Thomas - Minnesota,False,20230304,2023,5,4,0
1030,Northern Michigan,Bemidji State,False,20230304,2023,2,1,1
1031,St. Cloud State,Minnesota Duluth,False,20230304,2023,4,3,1
1032,Maine,UMass,False,20230304,2023,3,4,0
1033,Providence,Boston University,False,20230304,2023,0,2,0
1034,Northeastern,UMass Lowell,False,20230304,2023,7,3,0
1035,Merrimack,Vermont,False,20230304,2023,4,1,0
1036,Michigan,Wisconsin,False,20230304,2023,7,4,0
1037,Sacred Heart,Niagara,False,20230304,2023,1,4,0
1038,Rensselaer,Yale,False,20230304,2023,1,4,0
1039,Rochester,Mercyhurst,False,20230304,2023,4,3,1
1040,North Dakota,Omaha,False,20230304,2023,2,1,0
1041,Minnesota State,Lake Superior State,False,20230304,2023,2,1,0
1042,Bowling Green,Ferris State,False,20230304,2023,1,2,1
1043,Canisius,Army,False,20230304,2023,0,1,1
1044,Colorado College,Denver,False,20230304,2023,2,4,0
1045,Alaska Anchorage,Arizona State,False,20230304,2023,4,3,0
1046,Alaska,Lindenwood,False,20230304,2023,8,0,0
1047,Ohio State,Penn State,False,20230305,2023,3,1,0
1048,Canisius,Army,False,20230305,2023,3,0,0
1049,Sacred Heart,Niagara,False,20230305,2023,3,7,0
1050,American International,Holy Cross,False,20230305,2023,3,4,1
1051,Notre Dame,Michigan State,False,20230305,2023,2,4,0
1052,Sacred Heart,Niagara,False,20230305,2023,0,0,0
1053,Boston College,UMass,False,20230308,2023,5,2,0
1054,Maine,Vermont,False,20230308,2023,2,4,0
1055,Providence,New Hampshire,False,20230308,2023,2,1,1
1056,Canisius,Niagara,False,20230310,2023,1,2,0
1057,Quinnipiac,Yale,False,20230310,2023,3,0,0
1058,Harvard,Princeton,False,20230310,2023,6,1,0
1059,Cornell,Clarkson,False,20230310,2023,2,1,0
1060,St. Lawrence,Colgate,False,20230310,2023,3,4,1
1061,Western Michigan,Colorado College,False,20230310,2023,1,3,0
1062,Rochester,Holy Cross,False,20230310,2023,0,1,1
1063,Omaha,North Dakota,False,20230310,2023,2,1,0
1064,St. Cloud State,Minnesota Duluth,False,20230310,2023,3,1,0
1065,Arizona State,Long Island University,False,20230310,2023,6,3,0
1066,Denver,Miami (OH),False,20230310,2023,6,2,0
1067,Alaska Anchorage,Lindenwood,False,20230310,2023,7,7,0
1068,UConn,UMass Lowell,False,20230311,2023,1,2,0
1069,Boston University,Vermont,False,20230311,2023,7,3,0
1070,Western Michigan,Colorado College,False,20230311,2023,2,3,1
1071,Michigan Tech,Northern Michigan,False,20230311,2023,0,4,0
1072,Michigan,Ohio State,False,20230311,2023,7,3,0
1073,Quinnipiac,Yale,False,20230311,2023,6,2,0
1074,Harvard,Princeton,False,20230311,2023,6,1,0
1075,Cornell,Clarkson,False,20230311,2023,3,1,0
1076,St. Lawrence,Colgate,False,20230311,2023,2,3,0
1077,St. Cloud State,Minnesota Duluth,False,20230311,2023,1,5,0
1078,Northeastern,Providence,False,20230311,2023,1,2,1
1079,Rochester,Holy Cross,False,20230311,2023,4,3,1
1080,Minnesota State,Ferris State,False,20230311,2023,7,2,0
1081,Canisius,Niagara,False,20230311,2023,5,1,0
1082,Merrimack,Boston College,False,20230311,2023,1,0,1
1083,Denver,Miami (OH),False,20230311,2023,7,2,0
1084,Omaha,North Dakota,False,20230311,2023,1,3,0
1085,Arizona State,Long Island University,False,20230311,2023,2,1,1
1086,Minnesota,Michigan State,False,20230311,2023,5,1,0
1087,Alaska Anchorage,Lindenwood,False,20230311,2023,4,3,1
1088,Rochester,Holy Cross,False,20230312,2023,1,5,0
1089,St. Cloud State,Minnesota Duluth,False,20230312,2023,3,1,0
1090,Canisius,Niagara,False,20230312,2023,4,2,0
1091,Omaha,North Dakota,False,20230312,2023,2,5,0
1092,Boston University,Providence,False,20230317,2023,2,1,1
1093,Quinnipiac,Colgate,False,20230317,2023,1,2,1
1094,Denver,Colorado College,False,20230317,2023,0,1,0
1095,Merrimack,UMass Lowell,False,20230317,2023,2,1,1
1096,Cornell,Harvard,False,20230317,2023,0,1,1
1097,North Dakota,St. Cloud State,False,20230317,2023,2,3,1
1098,Canisius,Holy Cross,False,20230318,2023,3,0,0
1099,Boston University,Merrimack,False,20230318,2023,3,2,1
1100,Minnesota State,Northern Michigan,False,20230318,2023,3,2,1
1101,Harvard,Colgate,False,20230318,2023,2,3,0
1102,Minnesota,Michigan,False,20230318,2023,3,4,0
1103,St. Cloud State,Colorado College,False,20230318,2023,3,0,0
1104,Boston University,Western Michigan,False,20230323,2023,5,1,0
1105,St. Cloud State,Minnesota State,False,20230323,2023,4,0,0
1106,Denver,Cornell,False,20230323,2023,0,2,0
1107,Minnesota,Canisius,False,20230323,2023,9,2,0
1108,Harvard,Ohio State,False,20230324,2023,1,8,0
1109,Penn State,Michigan Tech,False,20230324,2023,8,0,0
1110,Quinnipiac,Merrimack,False,20230324,2023,5,0,0
1111,Michigan,Colgate,False,20230324,2023,11,1,0
1112,Boston University,Cornell,False,20230325,2023,2,1,0
1113,Minnesota,St. Cloud State,False,20230325,2023,4,1,0
1114,Quinnipiac,Ohio State,False,20230326,2023,4,1,0
1115,Michigan,Penn State,False,20230326,2023,2,1,1
1116,Minnesota,Boston University,False,20230406,2023,0,0,0
1117,Quinnipiac,Michigan,False,20230406,2023,0,0,0
1118,Boston University,Western Michigan,False,20230323,2023,5,1,0
1119,St. Cloud State,Minnesota State,False,20230323,2023,4,0,0
1120,Denver,Cornell,False,20230323,2023,0,2,0
1121,Minnesota,Canisius,False,20230323,2023,9,2,0
1122,Harvard,Ohio State,False,20230324,2023,1,8,0
1123,Penn State,Michigan Tech,False,20230324,2023,8,0,0
1124,Quinnipiac,Merrimack,False,20230324,2023,5,0,0
1125,Michigan,Colgate,False,20230324,2023,11,1,0
1126,Boston University,Cornell,False,20230325,2023,2,1,0
1127,Minnesota,St. Cloud State,False,20230325,2023,4,1,0
1128,Quinnipiac,Ohio State,False,20230326,2023,4,1,0
1129,Michigan,Penn State,False,20230326,2023,2,1,1
1130,Minnesota,Boston University,False,20230406,2023,0,0,0
1131,Quinnipiac,Michigan,False,20230406,2023,0,0,0
